49.04531308 -123.2720714 0.18
49.01650025 -117.031837 0.34
46.26369945 -124.0191417 0.22
46.02011129 -116.9000011 0.16
41.94342502 -124.2828136 0.00
41.97610339 -117.0757823 0.12
42.008765 -119.976173 0.12
39.01947226 -120.0201183 0.12
37.935826 -122.7447277 0.00
34.47969815 -120.4815441 0.10
33.77032391 -118.3941417 0.00
32.54712627 -117.1087413 0.14
32.73215334 -114.7796398 0.12
35.06627714 -114.6917491 0.10
37.02039476 -114.0765148 0.00
42.03325021 -114.0325695 0.12
42.03325021 -111.0442882 0.10
45.02721297 -111.0442882 0.14
46.67984929 -114.384132 0.14
41.01334605 -109.0667491 0.10
37.02039476 -109.0228038 0.10
31.35395413 -110.9563976 0.12
31.39147458 -109.0667491 0.00
31.87787305 -106.4300304 0.00
32.02702119 -103.0462413 0.00
30.60041357 -104.9358898 0.00
29.03728539 -103.2220226 0.00
29.80284021 -101.8597179 0.00
36.52759328 -103.002296 0.10
37.02039476 -103.002296 0.10
37.05547352 -102.0794445 0.10
40.04472193 -102.0794445 0.10
41.01334605 -102.0794445 0.00
41.04649693 -104.0130382 0.10
43.03704734 -104.0130382 0.00
44.99614527 -104.1009288 0.10
49.00929444 -104.0130382 0.10
36.54395522 -99.99178173 0.00
34.64297493 -99.99178173 0.00
26.48119907 -99.20076611 0.10
26.0082193 -97.17928173 0.12
28.66244754 -96.16853954 0.00
29.73653067 -93.88338329 0.00
33.07387233 -94.05916454 0.10
33.62450471 -94.49861767 0.12
36.5015165 -94.63045361 0.12
39.24217215 -94.71811039 0.10
40.05424078 -95.37729008 0.12
40.62367325 -95.86068852 0.12
42.59487251 -96.65170414 0.10
43.55782937 -96.56381352 0.00
45.92949548 -96.56381352 0.18
49.04626261 -97.17904789 0.18
49.04626261 -95.20150883 0.20
48.02788943 -89.62045414 0.14
46.77873921 -92.25717289 0.20
45.49992256 -92.87240727 0.18
44.75582797 -92.82846195 0.16
43.93877232 -91.29037602 0.14
43.5259747 -91.29037602 0.12
43.5259747 -90.63119633 0.00
41.97718035 -90.1917432 0.00
41.32044258 -91.11459477 0.00
40.49012165 -91.42221195 0.10
38.93519131 -90.1917432 0.10
37.17052192 -89.18100102 0.10
36.57288555 -89.44467289 0.00
36.04168759 -89.75229008 0.00
35.00449426 -90.23568852 0.00
33.037824 -91.2464307 0.10
31.10154027 -91.64193852 0.00
31.10154027 -89.8401807 0.00
29.12496318 -90.23568852 0.12
30.49758613 -88.38998539 0.10
35.07645441 -88.12631352 0.00
37.90230127 -88.03842289 0.10
41.6824769 -87.51107914 0.10
42.46533547 -87.90658695 0.10
45.34570333 -87.07162602 0.22
45.71512178 -84.74252445 0.16
43.90711968 -83.68783695 0.10
43.04613556 -82.32553227 0.12
41.78086212 -83.46811039 0.00
41.74808379 -84.83041508 0.00
39.13999368 -84.69857914 0.10
38.52380805 -82.58920414 0.00
37.58956102 -82.1058057 0.00
36.64343821 -83.64389164 0.00
36.64343821 -81.66635258 0.00
35.04048225 -84.30307133 0.00
35.00449426 -85.66537602 0.00
35.00449426 -88.03842289 0.00
30.38392334 -88.4339307 0.12
30.38392334 -87.46713383 0.10
31.02625384 -87.64291508 0.10
